component_id,name,observed_version,original_cpe,source,source_name,description,payload_summary,actual_product,actual_vendor,actual_product_version,product_classification,product_reason,product_evidence,version_reason,version_evidence,cpe_family,cpe_family_binding_basis,cpe_resolution_path,active_exact_match,deprecated_match,deprecated_resolution,resolved_active_cpe,configuration_gate_passed,configuration_only_match,configuration_criteria,proposed_gt_cpe,proposed_decision,decision_reason,discrepancy_fields,evidence_strength,human_validation_required,human_validation_reason,exact_firmware_evidence
200132,vuci-app-openvpn-api,1,cpe:2.3:a:vuci-app-openvpn-api:vuci-app-openvpn-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-api,vuci-app-openvpn-api,VuCI API Support for OPENVPN,files=4; exec=0; lib=0; plugin=3; kmod=0; paths=/usr/lib/lua/api/services/openvpn_tls.lua | /usr/lib/lua/api/services/openvpn.lua | /usr/share/rpcd/acl.d/openvpn.json,vuci app openvpn api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for OPENVPN; paths=/usr/lib/lua/api/services/openvpn_tls.lua | /usr/lib/lua/api/services/openvpn.lua | /usr/share/rpcd/acl.d/openvpn.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-openvpn-api.control; list=/usr/lib/opkg/info/vuci-app-openvpn-api.list; status_version_matches=True
200133,vuci-app-openvpn-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-openvpn-ui:vuci-app-openvpn-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-ui,vuci-app-openvpn-ui,VuCI UI Support for OPENVPN,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app openvpn ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for OPENVPN; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-openvpn-ui.control; list=/usr/lib/opkg/info/vuci-app-openvpn-ui.list; status_version_matches=True
200134,vuci-app-overip-api,1,cpe:2.3:a:vuci-app-overip-api:vuci-app-overip-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-overip/vuci-app-overip-api,vuci-app-overip-api,VuCI Support for OverIP,files=3; exec=0; lib=0; plugin=2; kmod=0; paths=/usr/lib/lua/api/services/overip_filters.lua | /usr/lib/lua/api/services/overip.lua | /usr/share/rpcd/acl.d/overip.json,vuci app overip api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-overip/vuci-app-overip-api; role=PLUGIN_OR_MODULE; Description=VuCI Support for OverIP; paths=/usr/lib/lua/api/services/overip_filters.lua | /usr/lib/lua/api/services/overip.lua | /usr/share/rpcd/acl.d/overip.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-overip-api.control; list=/usr/lib/opkg/info/vuci-app-overip-api.list; status_version_matches=True
200135,vuci-app-overip-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-overip-ui:vuci-app-overip-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-overip/vuci-app-overip-ui,vuci-app-overip-ui,VuCI Support for OverIP,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app overip ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-overip/vuci-app-overip-ui; role=PLUGIN_OR_MODULE; Description=VuCI Support for OverIP; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-overip-ui.control; list=/usr/lib/opkg/info/vuci-app-overip-ui.list; status_version_matches=True
200136,vuci-app-overview-api,1,cpe:2.3:a:vuci-app-overview-api:vuci-app-overview-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-overview/vuci-app-overview-api,vuci-app-overview-api,VuCI API Support for Overview,files=3; exec=0; lib=0; plugin=1; kmod=0; paths=/usr/lib/lua/api/status/overview.lua | /etc/config/overview | /usr/share/rpcd/acl.d/overview.json,vuci app overview api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-overview/vuci-app-overview-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for Overview; paths=/usr/lib/lua/api/status/overview.lua | /etc/config/overview | /usr/share/rpcd/acl.d/overview.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-overview-api.control; list=/usr/lib/opkg/info/vuci-app-overview-api.list; status_version_matches=True
200137,vuci-app-overview-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-overview-ui:vuci-app-overview-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-overview/vuci-app-overview-ui,vuci-app-overview-ui,VuCI UI Support for Overview,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app overview ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-overview/vuci-app-overview-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for Overview; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-overview-ui.control; list=/usr/lib/opkg/info/vuci-app-overview-ui.list; status_version_matches=True
200138,vuci-app-package-manager-api,1,cpe:2.3:a:vuci-app-package-manager-api:vuci-app-package-manager-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-api,vuci-app-package-manager-api,VuCI API Support for Package Manager,files=8; exec=0; lib=0; plugin=7; kmod=0; paths=/usr/lib/lua/api/services/packages_options.lua | /usr/lib/lua/api/services/packages.lua | /usr/share/rpcd/acl.d/packages.json,vuci app package manager api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for Package Manager; paths=/usr/lib/lua/api/services/packages_options.lua | /usr/lib/lua/api/services/packages.lua | /usr/share/rpcd/acl.d/packages.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-package-manager-api.control; list=/usr/lib/opkg/info/vuci-app-package-manager-api.list; status_version_matches=True
200139,vuci-app-package-manager-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-package-manager-ui:vuci-app-package-manager-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-ui,vuci-app-package-manager-ui,VuCI UI Support for Package Manager,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app package manager ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for Package Manager; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-package-manager-ui.control; list=/usr/lib/opkg/info/vuci-app-package-manager-ui.list; status_version_matches=True
200140,vuci-app-password-policy-api,1,cpe:2.3:a:vuci-app-password-policy-api:vuci-app-password-policy-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-api,vuci-app-password-policy-api,VuCI API Support for Password Policy,files=2; exec=0; lib=0; plugin=1; kmod=0; paths=/usr/lib/lua/api/system/password_policy.lua | /usr/share/rpcd/acl.d/password_policy.json,vuci app password policy api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for Password Policy; paths=/usr/lib/lua/api/system/password_policy.lua | /usr/share/rpcd/acl.d/password_policy.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-password-policy-api.control; list=/usr/lib/opkg/info/vuci-app-password-policy-api.list; status_version_matches=True
200141,vuci-app-password-policy-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-password-policy-ui:vuci-app-password-policy-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-ui,vuci-app-password-policy-ui,VuCI UI Support for Password Policy,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app password policy ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for Password Policy; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-password-policy-ui.control; list=/usr/lib/opkg/info/vuci-app-password-policy-ui.list; status_version_matches=True
200142,vuci-app-pcom-api,1,cpe:2.3:a:vuci-app-pcom-api:vuci-app-pcom-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-api,vuci-app-pcom-api,VuCI API Support for PCOM,files=12; exec=0; lib=0; plugin=11; kmod=0; paths=/usr/lib/lua/api/services/macchina.lua | /usr/lib/lua/api/services/unicloud.lua | /usr/share/rpcd/acl.d/pcom.json,vuci app pcom api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for PCOM; paths=/usr/lib/lua/api/services/macchina.lua | /usr/lib/lua/api/services/unicloud.lua | /usr/share/rpcd/acl.d/pcom.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-pcom-api.control; list=/usr/lib/opkg/info/vuci-app-pcom-api.list; status_version_matches=True
200143,vuci-app-pcom-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-pcom-ui:vuci-app-pcom-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-ui,vuci-app-pcom-ui,VuCI UI Support for PCOM,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app pcom ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for PCOM; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-pcom-ui.control; list=/usr/lib/opkg/info/vuci-app-pcom-ui.list; status_version_matches=True
200144,vuci-app-ports-settings-api,1,cpe:2.3:a:vuci-app-ports-settings-api:vuci-app-ports-settings-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-api,vuci-app-ports-settings-api,VuCI API Support for the Ports,files=2; exec=0; lib=0; plugin=1; kmod=0; paths=/usr/lib/lua/api/network/ports_settings.lua | /usr/share/rpcd/acl.d/ports.json,vuci app ports settings api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for the Ports; paths=/usr/lib/lua/api/network/ports_settings.lua | /usr/share/rpcd/acl.d/ports.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-ports-settings-api.control; list=/usr/lib/opkg/info/vuci-app-ports-settings-api.list; status_version_matches=True
200145,vuci-app-ports-settings-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-ports-settings-ui:vuci-app-ports-settings-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-ui,vuci-app-ports-settings-ui,VuCI UI Support for the Ports,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app ports settings ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for the Ports; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-ports-settings-ui.control; list=/usr/lib/opkg/info/vuci-app-ports-settings-ui.list; status_version_matches=True
200146,vuci-app-pptp-api,1,cpe:2.3:a:vuci-app-pptp-api:vuci-app-pptp-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-api,vuci-app-pptp-api,VuCI API Support for PPTP,files=4; exec=0; lib=0; plugin=3; kmod=0; paths=/usr/lib/lua/api/services/pptp_login.lua | /usr/lib/lua/api/services/pptp_client.lua | /usr/share/rpcd/acl.d/pptp.json,vuci app pptp api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for PPTP; paths=/usr/lib/lua/api/services/pptp_login.lua | /usr/lib/lua/api/services/pptp_client.lua | /usr/share/rpcd/acl.d/pptp.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-pptp-api.control; list=/usr/lib/opkg/info/vuci-app-pptp-api.list; status_version_matches=True
200147,vuci-app-pptp-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-pptp-ui:vuci-app-pptp-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-ui,vuci-app-pptp-ui,VuCI UI Support for PPTP,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app pptp ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for PPTP; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-pptp-ui.control; list=/usr/lib/opkg/info/vuci-app-pptp-ui.list; status_version_matches=True
200148,vuci-app-profiles-api,1,cpe:2.3:a:vuci-app-profiles-api:vuci-app-profiles-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-api,vuci-app-profiles-api,VuCI API Support for Profiles,files=4; exec=0; lib=0; plugin=3; kmod=0; paths=/usr/lib/lua/api/system/profiles.lua | /usr/lib/lua/api/system/scheduler_general.lua | /usr/share/rpcd/acl.d/profiles.json,vuci app profiles api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for Profiles; paths=/usr/lib/lua/api/system/profiles.lua | /usr/lib/lua/api/system/scheduler_general.lua | /usr/share/rpcd/acl.d/profiles.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-profiles-api.control; list=/usr/lib/opkg/info/vuci-app-profiles-api.list; status_version_matches=True
200149,vuci-app-profiles-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-profiles-ui:vuci-app-profiles-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-ui,vuci-app-profiles-ui,VuCI UI Support for Profiles,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app profiles ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for Profiles; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-profiles-ui.control; list=/usr/lib/opkg/info/vuci-app-profiles-ui.list; status_version_matches=True
200150,vuci-app-realtime-api,1,cpe:2.3:a:vuci-app-realtime-api:vuci-app-realtime-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-api,vuci-app-realtime-api,VuCI API Support for Realtime Graphs,files=2; exec=0; lib=0; plugin=1; kmod=0; paths=/usr/lib/lua/api/network/interface_data_usage.lua | /usr/share/rpcd/acl.d/realtime.json,vuci app realtime api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for Realtime Graphs; paths=/usr/lib/lua/api/network/interface_data_usage.lua | /usr/share/rpcd/acl.d/realtime.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-realtime-api.control; list=/usr/lib/opkg/info/vuci-app-realtime-api.list; status_version_matches=True
200151,vuci-app-realtime-ui,2025-07-02-0eab43c-1,cpe:2.3:a:vuci-app-realtime-ui:vuci-app-realtime-ui:2025-07-02-0eab43c-1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-ui,vuci-app-realtime-ui,VuCI UI Support for Realtime Graphs,files=0; exec=0; lib=0; plugin=0; kmod=0; paths=,vuci app realtime ui,Teltonika,2025-07-02-0eab43c-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-ui; role=PLUGIN_OR_MODULE; Description=VuCI UI Support for Realtime Graphs; paths=,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-realtime-ui.control; list=/usr/lib/opkg/info/vuci-app-realtime-ui.list; status_version_matches=True
200152,vuci-app-recipients-api,1,cpe:2.3:a:vuci-app-recipients-api:vuci-app-recipients-api:1:*:*:*:*:*:*:*,feeds/vuci/applications/vuci-app-recipients/vuci-app-recipients-api,vuci-app-recipients-api,VuCI API Support for Recipients,files=4; exec=0; lib=0; plugin=2; kmod=0; paths=/usr/lib/lua/api/system/email_users.lua | /usr/lib/lua/api/system/phone_groups.lua | /etc/config/user_groups | /usr/share/rpcd/acl.d/recipients.json,vuci app recipients api,Teltonika,1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,"VuCI API/UI package is a feature module of the firmware interface, not an independently versioned parent product.",Exact control/list/status: Source=feeds/vuci/applications/vuci-app-recipients/vuci-app-recipients-api; role=PLUGIN_OR_MODULE; Description=VuCI API Support for Recipients; paths=/usr/lib/lua/api/system/email_users.lua | /usr/lib/lua/api/system/phone_groups.lua | /etc/config/user_groups | /usr/share/rpcd/acl.d/recipients.json,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,MODERATE,false,,control=/usr/lib/opkg/info/vuci-app-recipients-api.control; list=/usr/lib/opkg/info/vuci-app-recipients-api.list; status_version_matches=True
